no_surat,konten,isi_surat,jenis
659,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan lecture series prodi matematika fakultas sains dan teknologi uin
imam bonjol padang dengan tema dasar-dasar analisis data yang dilaksanakan secara secara daring
menggunakan aplikasi zoom meeting pada tanggal 12 oktober 2022, 19 oktober 2022, 26 oktober
2022, 2 november 2022, 9 november 2022, dan 16 november 2022.
",bukan keduanya
660,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pengawas ujian akhir semester gasal 2022-2023 pada program studi
magister ilmu komputer departemen ilmu komputer dan elektronika fakultas matematika dan ilmu
pengetahuan alam universitas gadjah mada yang dilaksanakan di program studi magister ilmu
komputer departemen ike fmipa ugm pada tanggal 26 agustus 2022 s.d. 17 desember 2022.
",bukan keduanya
661,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop tata kelola dan strategi pengembangan international
undergraduate program (iup) di fakultas sains dan matematika universitas diponegoro yang
dilaksanakan di hotel laras asri salatiga, jawa tengah jl. jend. sudirman no.335, ledok, kec.
argomulyo, kota salatiga, jawa tengah 50732 pada tanggal 26 november 2022.
",bukan keduanya
662,hide," melaksanakan kerja praktik di pt. cito diagnostika utama dari 13 februari 2023 s.d 13
mei 2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi mahasiswa
tersebut.
",bukan keduanya
663,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan ujian skripsi sebagai pembimbing dan penguji yang dilaksanakan di
ruang sidang 1 - dike lantai 4 pada tanggal 11 april 2023.
",bukan keduanya
664,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai asisten praktikum kimia organik pada semester genap
2022/2023 yang dilaksanakan di laboratorium kimia organik departemen kimia fmipa ugm pada
tanggal 1 februari 2023 s.d. 30 juni 2023.
",bukan keduanya
665,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim pembuat soal dan koreksi hasil ujian akhir semester pada
program studi sarjana fmipa ugm pada semester ganjil 2022/2023 yang dilaksanakan di fmipa
ugm pada tanggal 5 desember 2022 s.d. 16 desember 2022.
",bukan keduanya
666,hide," aktif terdaftar sebagai mahasiswa pada semester tahun akademik di fakultas matematika
dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan pengurusan bpjs.
",bukan keduanya
667,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai penguji ujian proposal tesis dan ujian tesis atas nama ardani
hammam nabil m program magister kimia semester genap tahun akademik 2022/2023 pada tanggal
4 mei 2023 s.d. 19 mei 2023.
",bukan keduanya
668,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembuat soal dan koreksi hasil ujian seleksi gelombang 1 tahun
akademik 2022/2023 semester genap prodi magister ilmu komputer yang dilaksanakan di prodi
magister ilmu komputer pada tanggal 10 november 2022 s.d. 18 november 2022.
",bukan keduanya
669,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan survei literasi digital kabupaten sleman tahun 2022 sebagai
enumerator kegiatan bentuk kerja sama antara dinas komunikasi dan informasi kabupaten sleman dan
departemen matematika fakultas mipa ugm yang dilaksanakan di kabupaten sleman pada tanggal 1
agustus 2022 s.d. 8 desember 2022.
",pengabdian masyarakat
670,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelatihan pencegahan dan penanganan kekerasan seksual bagi dosen
dan tenaga kependidikan di lingkungan fakultas universitas gadjah mada yang dilaksanakan di ruang
multimedia 1, gedung pusat sayap utara lantai 3 pada tanggal 29 november 2022.
",bukan keduanya
671,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pencairan beasiswa lpdp.
",bukan keduanya
672,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai dosen pembimbing akademik mahasiswa angkatan 2022 gasal
dan angkatan 2022 genap program studi magister ilmu komputer semester genap 2022/2023 yang
dilaksanakan di program studi magister ilmu komputer departemen ike fmipa ugm.
",bukan keduanya
673,hide,,bukan keduanya
674,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembahas review soal-soal ujian akhir semester gasal magister
kecerdasan artifisial (mka) ta. 2022/2023 yang dilaksanakan di magister kecerdasan artifisial
dike pada tanggal 5 desember 2022.
",bukan keduanya
675,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai instruktur, karyawan pendamping, dan asisten instruktur
praktikum eksperimen fisika inti pada semester gasal tahun akademik 2022/2023 yang dilaksanakan
secara luring melalui google classroom (gc) dan zoom meeting serta daring di laboratorium fisika
atom & inti departemen fisika fakultas mipa ugm pada tanggal 1 oktober 2022 s.d. 3 desember
2022.
",bukan keduanya
676,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi reward perguruan tinggi negeri
kabupaten karanganyar.
",bukan keduanya
677,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seminar peningkatan kompetensi penelitian dosen melalui kelompok
keilmuan dan grup riset bagi dosen fakultas sains dan teknologi uin sunan gunung djati bandung
yang dilaksanakan di aula fakultas sains dan teknologi uin sunan gunung djati bandung pada
tanggal 19 oktober 2022.
",penelitian
678,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop efisiensi kinerja tendik departemen matematika yang
dilaksanakan di giri wanara wonosari, gunung kidul pada tanggal 3 desember 2022.
",bukan keduanya
679,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop efisiensi kinerja tendik departemen matematika yang
dilaksanakan di giri wanara wonosari, gunung kidul pada tanggal 3 desember 2022.
",bukan keduanya
680,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sosialisasi program matching fund 2022 yang dilaksanakan di cv
humus yogyakarta pada tanggal 14 desember 2022.
",bukan keduanya
681,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai asesor bkd semester gasal 2022/2023 bagi dosen di sekolah
tinggi ilmu kesehatan nasional .
",bukan keduanya
682,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai dosen pengampu matakuliah mbkm pertukaran mahasiswa
fmipa universitas lampung pada semester gasal 2022/2023 yang dilaksanakan di fakultas mipa
ugm pada tanggal 1 agustus 2022 s.d. 31 januari 2023.
",bukan keduanya
683,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan test.
",bukan keduanya
684,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan bimbingan tugas akhir/skripsi kelas reguler serta iup mahasiswa
program studi s1 ilmu komputer semester genap t.a 2022/2023 yang dilaksanakan di program studi
s1 ilmu komputer, departemen ilmu komputer dan elektronika fmipa ugm .
",bukan keduanya
685,hide," aktif terdaftar sebagai mahasiswa pada semester tahun akademik di fakultas matematika
dan ilmu pengetahuan alam universitas gadjah mada.
testing
",bukan keduanya
686,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan patent drafting camp tingkat dasar yang diselenggarakan oleh
direktorat jenderal kekayaan intelektual yang dilaksanakan di gedung lembaga penelitian dan
pengabdian kepada masyarakat universitas negeri semarang (lppm unnes) lantai 3 kampus
universitas negeri semarang, sekaran, kecamatan gn. pati kota semarang, jawa tengah pada tanggal
19 september 2022 s.d. 23 september 2022.
",pengabdian masyarakat
687,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pencairan dana beasiswa
pendidikan indonesia (bpi) 2022 kementerian pendidikan kebudayaan riset dan teknologi.
",bukan keduanya
688,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan persiapan dan penampilan produk lomba konversi motor bbm menjadi
motor listrik pln ice 2022 yang dilaksanakan di pln puslibang jakarta selatan pada tanggal 27
oktober 2022 s.d. 28 oktober 2022.
",bukan keduanya
689,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kunjungan universitas dan industri tahun 2022 yang dilaksanakan di
itb kampus ganesha dan brin bandung pada tanggal 27 november 2022 s.d. 29 november 2022.
",bukan keduanya
690,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi allowance beasiswa lpdp.
",bukan keduanya
691,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pendaftaran ujian pai 2023
periode ii.
",bukan keduanya
692,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelatihan kebencanaan di sd-sd yang berlokasi di krb iii lereng
gunung agung yang dilaksanakan di sd n 3 sebudi karang asem dan sd n 1 besakih, karangasem
pada tanggal 3 desember 2022, dan 5 desember 2022.
sebagai narasumber 
",bukan keduanya
693,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pengenalan dan diseminasi departemen fisika yang dilaksanakan di
auditorium lt. 7 gedung baru fakultas mipa universitas gadjah mada pada tanggal 12 november
2022.
sebagai operator soundsystem di ruang auditorium lt 7 gedung baru fmipa ugm
",bukan keduanya
694,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pendaftaran perlombaan mtqmn
uny 2023
",bukan keduanya
695,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing yang dilaksanakan di lapangan pada tanggal 17 november 2022
s.d. 18 november 2022.
",bukan keduanya
696,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi beasiswa lpdp.
",bukan keduanya
697,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan rapat koordinasi dan evaluasi penyelesaian laporan pelaksanaan fresh
graduate academy (fga) batch 3 tahun 2022 dan persiapan pelatihan fga tahun 2023 yang
dilaksanakan di kota batam pada tanggal 13 desember 2022 s.d. 16 desember 2022.
",bukan keduanya
698,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan yang dilaksanakan pada tanggal 2 desember 2.
",bukan keduanya
699,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim penguji tesis i dan pembimbing tesis program magister
program studi magister matematika yang dilaksanakan di ruang sidang gedung s2/s3 fmipa lantai 3
pada tanggal 5 april 2023.
",bukan keduanya
700,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop hasil maching fund kedai reka 2022 pewarna alami
makanan (kurkumin) yang dilaksanakan di grand keisha yogyakarta pada tanggal 9 desember 2022,
dan 10 desember 2022.
",bukan keduanya
701,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop nasional audit mutu internal (ami) akademi perekam dan
informasi kesehatan (apikes) iris yang dilaksanakan di dalam jaringan (daring) melalui aplikasi zoom
meeting pada tanggal 28 september 2022 s.d. 29 september 2022.
",bukan keduanya
702,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelaksanaan olimpiade sains nasional (osn) jenjang sma/ma tahun
2022 yang dilaksanakan di novotel bandung, jl. cihampelas no.23 25 pasir kaliki, kec. cicendo, kota
bandung, jawa barat pada tanggal 2 oktober 2022 s.d. 8 oktober 2022.
",bukan keduanya
703,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan s yang dilaksanakan di a pada tanggal 2 desember 2.
tes
1.tes
2.tes
3.tes
tes  njeh 
",bukan keduanya
704,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan menerima kunjungan dari sman 1 cikarang timur yang dilaksanakan
di auditorium lt. 7 mipa ugm pada tanggal 19 desember 2022.
",bukan keduanya
705,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seminar kelompok penelitian dan menguji ujian disertasi mahasiswa s3
institut teknologi bandung yang dilaksanakan di institut teknologi bandung pada tanggal 7 november
2022 s.d. 8 november 2022.
",bukan keduanya
706,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan bimbingan teknis dengan tema ""refreshing implementasi pedoman
pertanggungjawaban"" sebagai moderator dalam kegiatan yang dilaksanakan di the alana yogyakarta
hotel & convention center, jl. palagan tentara pelajar no.km.7, mudal, sariharjo, kec. ngaglik,
kabupaten sleman pada tanggal 11 november 2022 s.d. 12 november 2022.
",bukan keduanya
707,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pendaftaran ujian profesi
aktuaris.
",bukan keduanya
